block_id,bikes_allowed,route_id,wheelchair_accessible,direction_id,trip_headsign,shape_id,service_id,trip_id,trip_short_name
a_54933,0,10753,0,1,University,76901,2_merged_1068300,1050359,
a_54935,0,10753,0,1,University,76901,2_merged_1068300,1050358,
a_54934,0,10753,0,1,University,76901,2_merged_1068300,1050357,
a_54933,0,10753,0,1,University,76901,2_merged_1068300,1050356,
a_54935,0,10753,0,1,University,76901,2_merged_1068300,1050355,
a_54934,0,10753,0,1,University,76901,2_merged_1068300,1050354,
a_54933,0,10753,0,1,University,76901,2_merged_1068300,1050353,
a_54935,0,10753,0,1,University,76901,2_merged_1068300,1050352,
a_54934,0,10753,0,1,University,76901,2_merged_1068300,1050351,
a_54933,0,10753,0,1,University,76901,2_merged_1068300,1050350,
b_55178,0,10863,0,1,Centre Mall,77638,2_merged_1068304,1067931,
b_55137,0,10803,0,0,City Centre,77391,1_merged_1068301,1062706,
b_55105,0,10800,0,0,Meadowgreen,77641,2_merged_1068304,1062236,
b_55196,0,10821,0,1,City Centre,77469,1_merged_1068301,1064958,
b_55253,0,10821,0,1,City Centre,77469,1_merged_1068301,1064959,
b_55261,0,10821,0,0,Confederation Terminal,77468,1_merged_1068301,1064956,
b_55255,0,10821,0,0,Confederation Terminal,77468,1_merged_1068301,1064957,
b_55261,0,10821,0,0,Confederation Terminal,77468,1_merged_1068301,1064954,
b_55254,0,10821,0,0,Confederation Terminal,77468,1_merged_1068301,1064955,
b_55259,0,10821,0,0,Confederation Terminal,77467,1_merged_1068301,1064952,
b_55260,0,10821,0,0,Confederation Terminal,77468,1_merged_1068301,1064953,
b_55258,0,10820,0,1,University,77466,1_merged_1068301,1064950,
b_55258,0,10820,0,1,University,77466,2201_merged_1068302,1064951,
a_54865,0,10747,0,1,Centre Mall via Lorne,76878,1_merged_1068297,1049892,
a_54866,0,10747,0,1,Centre Mall via Lorne,76878,1_merged_1068297,1049893,
a_54867,0,10747,0,1,Centre Mall via Lorne,76877,1_merged_1068297,1049890,
a_55074,0,10733,0,1,Market Mall via Preston,77095,1_merged_1068297,1055026,
a_54898,0,10745,0,1,University,76865,2_merged_1068300,1049675,
a_55074,0,10733,0,1,Market Mall via Preston,77095,1_merged_1068297,1055027,
a_54865,0,10747,0,1,Centre Mall via Lorne,76878,1_merged_1068297,1049896,
b_55185,0,10859,0,0,Centre Mall,77609,3_merged_1068303,1067335,
a_54866,0,10747,0,1,Centre Mall via Lorne,76878,1_merged_1068297,1049897,
a_54899,0,10745,0,1,University,76865,2_merged_1068300,1049670,
a_54868,0,10747,0,1,Centre Mall via Lorne,76878,1_merged_1068297,1049895,
b_55315,0,10855,0,0,University via City Centre,77579,1_merged_1068301,1066701,
b_55329,0,10855,0,0,Confederation Terminal,77583,1_merged_1068301,1066700,
b_55331,0,10855,0,0,City Centre,77582,1_merged_1068301,1066703,
b_55330,0,10855,0,0,City Centre,77582,1_merged_1068301,1066702,
b_55329,0,10855,0,0,University via City Centre,77579,1_merged_1068301,1066705,
b_55315,0,10855,0,0,Confederation Terminal,77583,1_merged_1068301,1066704,
b_55120,0,10855,0,0,University via City Centre,77579,1_merged_1068301,1066706,
b_55223,0,10855,0,0,Confederation Terminal,77583,1_merged_1068301,1066709,
b_55223,0,10855,0,0,Confederation Terminal,77583,1_merged_1068301,1066708,
b_55183,0,10859,0,0,Centre Mall,77609,3_merged_1068303,1067334,
b_55172,0,10861,0,1,Centre Mall,77626,1_merged_1068301,1067598,
b_55171,0,10859,0,0,University via Taylor,77611,1_merged_1068301,1067233,
a_54991,0,10784,0,0,Confederation Terminal,77014,2_merged_1068300,1051918,
a_54992,0,10784,0,0,Confederation Terminal,77014,2_merged_1068300,1051919,
a_54991,0,10784,0,0,Confederation Terminal,77014,2_merged_1068300,1051916,
a_54992,0,10784,0,0,Confederation Terminal,77014,2_merged_1068300,1051917,
a_54991,0,10784,0,0,Confederation Terminal,77014,2_merged_1068300,1051914,
a_54992,0,10784,0,0,Confederation Terminal,77014,2_merged_1068300,1051915,
a_54974,0,10784,0,0,University,77013,2_merged_1068300,1051912,
a_54975,0,10784,0,0,University,77013,2_merged_1068300,1051913,
a_54975,0,10784,0,0,University,77013,2_merged_1068300,1051910,
a_54976,0,10784,0,0,University,77013,2_merged_1068300,1051911,
a_55074,0,10733,0,1,Market Mall via Preston,77095,1_merged_1068297,1055028,
b_55160,0,10861,0,1,Centre Mall,77626,1_merged_1068301,1067597,
a_55081,0,10733,0,0,City Centre,76794,3_merged_1068299,1055205,
a_55081,0,10733,0,0,Broadway,77094,3_merged_1068299,1055202,
a_55081,0,10733,0,0,Broadway,77094,3_merged_1068299,1055200,
a_55081,0,10733,0,0,City Centre,76794,3_merged_1068299,1055201,
a_54803,0,10740,0,1,City Centre,76832,2_merged_1068300,1048969,
a_55089,0,10740,0,1,City Centre,76832,2_merged_1068300,1048968,
b_55147,0,10803,0,1,City Centre,77399,3_merged_1068303,1062931,
a_55089,0,10740,0,1,City Centre,76832,2_merged_1068300,1048961,
a_55088,0,10740,0,1,City Centre,76832,2_merged_1068300,1048960,
a_54806,0,10740,0,1,City Centre,76834,2_merged_1068300,1048963,
a_54803,0,10740,0,1,City Centre,76834,2_merged_1068300,1048962,
a_54803,0,10740,0,1,City Centre,76832,2_merged_1068300,1048965,
a_55089,0,10740,0,1,City Centre,76832,2_merged_1068300,1048964,
a_55088,0,10740,0,1,City Centre,76832,2_merged_1068300,1048967,
a_54864,0,10740,0,1,City Centre,76832,2_merged_1068300,1048966,
a_54892,0,10745,0,0,Stonebridge,76861,1_merged_1068297,1049566,
a_54892,0,10745,0,0,Stonebridge,76861,1_merged_1068297,1049567,
a_54892,0,10745,0,0,Stonebridge,76861,1_merged_1068297,1049564,
a_54892,0,10745,0,0,Stonebridge,76861,1_merged_1068297,1049565,
a_54893,0,10745,0,0,Stonebridge,76861,1_merged_1068297,1049562,
a_54892,0,10745,0,0,Stonebridge,76861,1_merged_1068297,1049563,
a_54892,0,10745,0,0,Stonebridge,76861,1_merged_1068297,1049560,
a_54894,0,10745,0,0,Stonebridge,76861,1_merged_1068297,1049561,
a_54892,0,10745,0,0,Stonebridge,76861,1_merged_1068297,1049568,
a_54892,0,10745,0,0,Stonebridge,76861,1_merged_1068297,1049569,
b_55160,0,10861,0,1,Centre Mall,77626,1_merged_1068301,1067595,
b_55168,0,10859,0,1,Centre Mall via Taylor,77613,1_merged_1068301,1067237,
b_55177,0,10859,0,0,University via Taylor,77611,2_merged_1068304,1067277,
a_54900,0,10745,0,0,Stonebridge,76861,3_merged_1068299,1049690,
a_54900,0,10745,0,0,Stonebridge,76861,3_merged_1068299,1049691,
a_54900,0,10745,0,0,Stonebridge,76861,3_merged_1068299,1049692,
a_54900,0,10745,0,0,Stonebridge,76861,3_merged_1068299,1049693,
a_54900,0,10745,0,0,Stonebridge,76861,3_merged_1068299,1049694,
a_54900,0,10745,0,0,Stonebridge,76862,3_merged_1068299,1049695,
a_54900,0,10745,0,1,Not in Service,76866,3_merged_1068299,1049696,
a_54900,0,10745,0,1,University,76865,3_merged_1068299,1049697,
a_54900,0,10745,0,1,University,76865,3_merged_1068299,1049698,
a_54900,0,10745,0,1,University,76865,3_merged_1068299,1049699,
b_55135,0,10803,0,1,Confederation Terminal,77396,1_merged_1068301,1062756,
b_55137,0,10803,0,1,City Centre,77397,1_merged_1068301,1062757,
b_55136,0,10803,0,1,Confederation Terminal,77396,1_merged_1068301,1062754,
b_55135,0,10803,0,1,City Centre,77397,1_merged_1068301,1062755,
b_55135,0,10803,0,1,City Centre,77399,1_merged_1068301,1062752,
b_55135,0,10803,0,1,City Centre,77399,1_merged_1068301,1062753,
b_55135,0,10803,0,1,City Centre,77399,1_merged_1068301,1062750,
b_55135,0,10803,0,1,City Centre,77399,1_merged_1068301,1062751,
b_55182,0,10859,0,0,Centre Mall,77609,2_merged_1068304,1067274,
b_55139,0,10803,0,1,City Centre,77397,1_merged_1068301,1062758,
b_55136,0,10803,0,1,City Centre,77397,1_merged_1068301,1062759,
a_54995,0,10792,0,0,Briarwood,77067,2_merged_1068300,1052856,
a_54995,0,10792,0,0,Briarwood,77067,2_merged_1068300,1052857,
a_54995,0,10792,0,0,Briarwood,77067,2_merged_1068300,1052854,
a_54995,0,10792,0,0,Briarwood,77067,2_merged_1068300,1052855,
a_54995,0,10792,0,0,Briarwood,77067,2_merged_1068300,1052852,
a_54995,0,10792,0,0,Briarwood,77067,2_merged_1068300,1052853,
a_54995,0,10792,0,0,Briarwood,77067,2_merged_1068300,1052850,
a_54995,0,10792,0,0,Briarwood,77067,2_merged_1068300,1052851,
b_55105,0,10800,0,1,City Centre,77642,2_merged_1068304,1062280,
b_55105,0,10800,0,1,City Centre,77642,2_merged_1068304,1062281,
b_55105,0,10800,0,1,City Centre,77642,2_merged_1068304,1062282,
b_55105,0,10800,0,1,City Centre,77642,2_merged_1068304,1062283,
b_55106,0,10800,0,1,City Centre,77642,2_merged_1068304,1062284,
b_55106,0,10800,0,1,City Centre,77642,2_merged_1068304,1062285,
a_54995,0,10792,0,0,Briarwood,77067,2_merged_1068300,1052858,
a_54995,0,10792,0,0,Briarwood,77067,2_merged_1068300,1052859,
b_55161,0,10861,0,1,Centre Mall,77626,1_merged_1068301,1067592,
a_55012,0,10768,0,0,Bishop Murray,76960,1_merged_1068297,1050982,
a_54921,0,10768,0,1,City Centre,76961,1_merged_1068297,1050983,
a_55015,0,10767,0,0,St Joseph,76958,1_merged_1068297,1050980,
a_55358,0,10767,0,1,East College Park,76959,1_merged_1068297,1050981,
a_54788,0,10769,0,0,Evergreen,76962,1_merged_1068297,1050986,
a_54784,0,10769,0,0,Evergreen,76964,1_merged_1068297,1050987,
a_54940,0,10769,0,0,Evergreen,76962,1_merged_1068297,1050984,
a_54951,0,10769,0,0,Evergreen,76962,1_merged_1068297,1050985,
a_54781,0,10769,0,0,Evergreen,76964,1_merged_1068297,1050988,
a_54786,0,10769,0,0,Evergreen,76964,1_merged_1068297,1050989,
b_55101,0,10799,0,1,Exhibition,77640,3_merged_1068303,1062133,
a_54827,0,10790,0,0,Centre Mall,77059,1_merged_1068297,1052580,
a_54774,0,10736,0,0,Riversdale,76816,1_merged_1068297,1048616,
a_54772,0,10736,0,0,Riversdale,76816,1_merged_1068297,1048615,
a_54823,0,10790,0,0,Centre Mall,77059,1_merged_1068297,1052583,
a_54830,0,10790,0,1,Centre Mall via Main,77061,1_merged_1068297,1052584,
a_54774,0,10736,0,0,Riversdale,76816,1_merged_1068297,1048612,
a_54827,0,10790,0,1,Centre Mall via Main,77061,1_merged_1068297,1052586,
a_54773,0,10736,0,0,Riversdale,76816,1_merged_1068297,1048610,
a_54833,0,10790,0,1,Centre Mall via Main,77061,1_merged_1068297,1052588,
a_54826,0,10790,0,1,Centre Mall via Main,77061,1_merged_1068297,1052589,
a_54772,0,10736,0,0,Riversdale,76816,1_merged_1068297,1048619,
a_54773,0,10736,0,0,Riversdale,76816,1_merged_1068297,1048618,
b_55179,0,10859,0,0,Centre Mall,77609,2_merged_1068304,1067273,
b_55188,0,10815,0,0,City Centre,77444,1_merged_1068301,1064315,
b_55167,0,10861,0,1,Centre Mall,77626,1_merged_1068301,1067590,
b_55200,0,10811,0,1,City Centre,77429,1_merged_1068301,1063862,
b_55102,0,10799,0,0,City Centre,77639,3_merged_1068303,1062130,
b_55172,0,10859,0,1,Centre Mall via Taylor,77613,1_merged_1068301,1067234,
b_55163,0,10862,0,0,Briarwood,77629,1_merged_1068301,1067636,
b_55168,0,10862,0,0,Briarwood,77629,1_merged_1068301,1067637,
b_55173,0,10862,0,0,Briarwood,77629,1_merged_1068301,1067634,
b_55345,0,10813,0,1,Broadway,77437,1_merged_1068301,1068066,
b_55343,0,10813,0,1,University,77438,1_merged_1068301,1068067,
b_55343,0,10813,0,1,Broadway,77437,1_merged_1068301,1068064,
b_55344,0,10813,0,1,Broadway,77437,1_merged_1068301,1068065,
b_55344,0,10813,0,1,Broadway,77437,1_merged_1068301,1068062,
b_55345,0,10813,0,1,Broadway,77437,1_merged_1068301,1068063,
b_55345,0,10813,0,1,Broadway,77437,1_merged_1068301,1068060,
b_55343,0,10813,0,1,Broadway,77437,1_merged_1068301,1068061,
b_55160,0,10862,0,0,Briarwood,77629,1_merged_1068301,1067632,
b_55155,0,10804,0,0,Broadway,77401,2_merged_1068304,1063089,
b_55155,0,10804,0,0,Broadway,77401,2_merged_1068304,1063088,
b_55332,0,10855,0,0,City Centre,77582,1_merged_1068301,1068068,
b_55332,0,10856,0,1,Montgomery,77592,1_merged_1068301,1068069,
b_55160,0,10862,0,0,Briarwood,77629,1_merged_1068301,1067630,
b_55167,0,10862,0,0,Briarwood,77629,1_merged_1068301,1067631,
b_55138,0,10837,0,1,City Centre,77524,1_merged_1068301,1065700,
b_55297,0,10837,0,1,City Centre,77524,1_merged_1068301,1065701,
b_55138,0,10837,0,1,City Centre,77524,1_merged_1068301,1065702,
b_55297,0,10837,0,1,City Centre,77524,1_merged_1068301,1065703,
b_55138,0,10837,0,1,City Centre,77524,1_merged_1068301,1065704,
b_55297,0,10837,0,1,City Centre,77524,1_merged_1068301,1065705,
b_55138,0,10837,0,1,City Centre,77524,1_merged_1068301,1065706,
b_55297,0,10837,0,1,City Centre,77524,1_merged_1068301,1065707,
b_55138,0,10837,0,1,City Centre,77524,1_merged_1068301,1065708,
b_55297,0,10837,0,1,City Centre,77524,1_merged_1068301,1065709,
b_55309,0,10858,0,0,University via City Centre,77603,1_merged_1068301,1067034,
a_54836,0,10789,0,0,University via Taylor,77050,1_merged_1068297,1052329,
a_54792,0,10731,0,1,City Centre,76770,2_merged_1068300,1047498,
a_54791,0,10731,0,1,City Centre,76770,2_merged_1068300,1047499,
b_55118,0,10807,0,0,Riversdale,77413,3_merged_1068303,1063663,
b_55119,0,10807,0,0,Riversdale,77413,3_merged_1068303,1063662,
b_55172,0,10861,0,0,Centre Mall,77622,1_merged_1068301,1067566,
b_55202,0,10811,0,0,Airport,77424,2_merged_1068304,1063888,
b_55118,0,10807,0,0,Riversdale,77413,3_merged_1068303,1063667,
b_55167,0,10861,0,0,Centre Mall,77622,1_merged_1068301,1067565,
a_54792,0,10731,0,1,City Centre,76770,2_merged_1068300,1047490,
a_54791,0,10731,0,1,City Centre,76770,2_merged_1068300,1047491,
a_54792,0,10731,0,1,City Centre,76770,2_merged_1068300,1047492,
a_54791,0,10731,0,1,City Centre,76770,2_merged_1068300,1047493,
a_54792,0,10731,0,1,City Centre,76770,2_merged_1068300,1047494,
a_54791,0,10731,0,1,City Centre,76770,2_merged_1068300,1047495,
a_54792,0,10731,0,1,City Centre,76770,2_merged_1068300,1047496,
a_54791,0,10731,0,1,City Centre,76770,2_merged_1068300,1047497,
b_55208,0,10812,0,0,River Heights,77430,2_merged_1068304,1064031,
b_55211,0,10812,0,0,River Heights,77430,2_merged_1068304,1064030,
b_55209,0,10812,0,0,River Heights,77430,2_merged_1068304,1064033,
b_55210,0,10812,0,0,River Heights,77430,2_merged_1068304,1064032,
b_55209,0,10812,0,0,River Heights,77430,2_merged_1068304,1064035,
b_55208,0,10812,0,0,River Heights,77430,2_merged_1068304,1064034,
b_55209,0,10812,0,0,River Heights,77430,2_merged_1068304,1064037,
b_55208,0,10812,0,0,River Heights,77430,2_merged_1068304,1064036,
b_55209,0,10812,0,1,City Centre,77431,2_merged_1068304,1064039,
b_55208,0,10812,0,0,River Heights,77430,2_merged_1068304,1064038,
b_55205,0,10818,0,1,Centre Mall via Lorne,77460,1_merged_1068301,1064851,
b_55206,0,10818,0,1,Centre Mall via Lorne,77460,1_merged_1068301,1064850,
b_55244,0,10817,0,0,University,77453,1_merged_1068301,1064673,
b_55207,0,10818,0,1,Centre Mall via Lorne,77461,1_merged_1068301,1064856,
a_54767,0,10729,0,0,Meadowgreen,76765,2_merged_1068300,1047142,
a_54767,0,10729,0,0,Meadowgreen,76765,2_merged_1068300,1047143,
a_54766,0,10729,0,0,Meadowgreen,76765,2_merged_1068300,1047140,
a_54767,0,10729,0,0,Meadowgreen,76765,2_merged_1068300,1047141,
a_54767,0,10729,0,0,Meadowgreen,76765,2_merged_1068300,1047146,
a_54767,0,10729,0,0,Meadowgreen,76765,2_merged_1068300,1047147,
a_54767,0,10729,0,0,Meadowgreen,76765,2_merged_1068300,1047144,
a_54767,0,10729,0,0,Meadowgreen,76765,2_merged_1068300,1047145,
a_54766,0,10729,0,0,Meadowgreen,76765,2_merged_1068300,1047148,
a_54767,0,10729,0,0,Meadowgreen,76765,2_merged_1068300,1047149,
a_54784,0,10771,0,0,Arbor Creek,76974,1_merged_1068297,1051215,
a_54781,0,10771,0,0,Arbor Creek,76974,1_merged_1068297,1051214,
a_54784,0,10771,0,0,Arbor Creek,76974,1_merged_1068297,1051217,
a_54781,0,10771,0,0,Arbor Creek,76974,1_merged_1068297,1051216,
a_54784,0,10771,0,0,Arbor Creek,76974,1_merged_1068297,1051211,
a_54781,0,10771,0,0,Arbor Creek,76974,1_merged_1068297,1051210,
a_54784,0,10771,0,0,Arbor Creek,76974,1_merged_1068297,1051213,
a_54975,0,10783,0,0,University via City Centre,77007,2_merged_1068300,1051744,
a_54976,0,10783,0,0,University via City Centre,77007,2_merged_1068300,1051749,
a_54975,0,10783,0,0,University via City Centre,77007,2_merged_1068300,1051748,
a_54784,0,10771,0,0,Arbor Creek,76974,1_merged_1068297,1051219,
a_54781,0,10771,0,0,Arbor Creek,76974,1_merged_1068297,1051218,
a_55076,0,10733,0,0,City Centre,76794,2_merged_1068300,1055053,
a_55076,0,10733,0,0,City Centre,76794,2_merged_1068300,1055052,
a_55076,0,10733,0,0,City Centre,76794,2_merged_1068300,1055051,
a_55076,0,10733,0,0,City Centre,76794,2_merged_1068300,1055050,
a_55077,0,10733,0,0,Broadway,77094,2_merged_1068300,1055057,
a_55076,0,10733,0,0,Broadway,77094,2_merged_1068300,1055055,
a_55076,0,10733,0,0,City Centre,76794,2_merged_1068300,1055054,
a_55077,0,10733,0,0,Broadway,77094,2_merged_1068300,1055059,
a_55076,0,10733,0,0,Broadway,77094,2_merged_1068300,1055058,
b_55174,0,10806,0,1,City Centre,77410,1_merged_1068301,1063386,
b_55198,0,10825,0,0,Lawson Heights,77491,1_merged_1068301,1065358,
b_55311,0,10858,0,0,University via City Centre,77603,1_merged_1068301,1067031,
b_55165,0,10863,0,0,Rosewood,77634,1_merged_1068301,1067816,
a_54755,0,10728,0,1,Exhibition,76763,1_merged_1068297,1046969,
a_54754,0,10728,0,1,Exhibition,76763,1_merged_1068297,1046968,
a_54755,0,10728,0,1,Exhibition,76763,1_merged_1068297,1046967,
a_54754,0,10728,0,1,Exhibition,76763,1_merged_1068297,1046966,
a_54756,0,10728,0,1,Exhibition,76763,1_merged_1068297,1046965,
a_54755,0,10728,0,1,Exhibition,76763,1_merged_1068297,1046964,
a_54757,0,10728,0,1,Exhibition,76763,1_merged_1068297,1046963,
a_54754,0,10728,0,1,Exhibition,76763,1_merged_1068297,1046962,
a_54756,0,10728,0,1,Exhibition,76763,1_merged_1068297,1046961,
a_54755,0,10728,0,1,Exhibition,76763,1_merged_1068297,1046960,
b_55311,0,10857,0,1,Hampton Village,77599,1_merged_1068301,1066936,
b_55314,0,10857,0,1,Hampton Village,77599,1_merged_1068301,1066937,
b_55314,0,10857,0,1,Hampton Village,77599,1_merged_1068301,1066934,
b_55315,0,10857,0,1,Hampton Village,77599,1_merged_1068301,1066935,
b_55327,0,10857,0,1,Hampton Village,77601,1_merged_1068301,1066932,
b_55311,0,10857,0,1,Hampton Village,77599,1_merged_1068301,1066933,
b_55301,0,10857,0,1,Hampton Village,77601,1_merged_1068301,1066930,
b_55335,0,10857,0,1,Confederation Terminal,77598,1_merged_1068301,1066931,
b_55197,0,10811,0,0,Airport,77424,1_merged_1068301,1063827,
b_55121,0,10802,0,1,City Centre,77384,1_merged_1068301,1062496,
b_55315,0,10857,0,1,,77657,1_merged_1068301,1066938,
b_55316,0,10857,0,0,Confederation Terminal,77597,2_merged_1068304,1066939,
b_55170,0,10859,0,0,Centre Mall,77609,1_merged_1068301,1067193,
b_55239,0,10816,0,0,Stonebridge,77448,3_merged_1068303,1064632,
b_55199,0,10811,0,0,Airport,77424,1_merged_1068301,1063825,
b_55172,0,10859,0,0,Centre Mall,77609,1_merged_1068301,1067192,
b_55168,0,10863,0,0,Rosewood,77635,1_merged_1068301,1067811,
b_55160,0,10859,0,0,Centre Mall,77609,1_merged_1068301,1067191,
a_55087,0,10754,0,0,Lawson Heights,76905,1_merged_1068297,1055534,
b_55174,0,10859,0,0,Centre Mall,77609,1_merged_1068301,1067190,
a_55086,0,10754,0,0,Lawson Heights,76905,1_merged_1068297,1055535,
b_55172,0,10859,0,0,Centre Mall,77609,1_merged_1068301,1067197,
a_55087,0,10754,0,0,Lawson Heights,76905,1_merged_1068297,1055536,
b_55160,0,10859,0,0,Centre Mall,77609,1_merged_1068301,1067196,
a_54935,0,10752,0,1,University,76894,2_merged_1068300,1050164,
a_54935,0,10752,0,1,Forest Grove,76895,2_merged_1068300,1050165,
a_54936,0,10752,0,1,University,76894,2_merged_1068300,1050166,
a_55086,0,10754,0,0,Lawson Heights,76905,1_merged_1068297,1055537,
a_54935,0,10752,0,0,Forest Grove,76891,2_merged_1068300,1050160,
a_54936,0,10752,0,0,Forest Grove,76889,2_merged_1068300,1050161,
a_54932,0,10752,0,0,Forest Grove,76890,2_merged_1068300,1050162,
a_54936,0,10752,0,1,University,76894,2_merged_1068300,1050163,
b_55174,0,10859,0,0,Centre Mall,77609,1_merged_1068301,1067195,
a_55087,0,10754,0,0,Lawson Heights,76905,1_merged_1068297,1055530,
b_55173,0,10859,0,0,Centre Mall,77609,1_merged_1068301,1067194,
a_54935,0,10752,0,1,University,76894,2_merged_1068300,1050168,
a_54935,0,10752,0,1,Forest Grove,76895,2_merged_1068300,1050169,
a_55086,0,10754,0,0,Lawson Heights,76905,1_merged_1068297,1055531,
b_55193,0,10808,0,1,City Centre,77421,2_merged_1068304,1068251,
a_55087,0,10754,0,0,Lawson Heights,76905,1_merged_1068297,1055532,
a_55086,0,10754,0,0,Lawson Heights,76905,1_merged_1068297,1055533,
b_55194,0,10808,0,1,City Centre,77421,2_merged_1068304,1068250,
a_55092,0,10766,0,0,Silverwood Heights,77105,3_merged_1068299,1055969,
a_55087,0,10754,0,0,Lawson Heights,76905,1_merged_1068297,1055538,
a_55086,0,10754,0,0,Lawson Heights,76905,1_merged_1068297,1055539,
a_54843,0,10790,0,0,Centre Mall,77059,2_merged_1068300,1052647,
a_55092,0,10766,0,0,Silverwood Heights,77105,3_merged_1068299,1055965,
b_55137,0,10803,0,0,McCormack,77392,1_merged_1068301,1062670,
a_54844,0,10735,0,1,City Centre,76815,3_merged_1068299,1048578,
a_54845,0,10735,0,1,City Centre,76815,3_merged_1068299,1048579,
a_54837,0,10735,0,1,City Centre,76815,2_merged_1068300,1048572,
a_54839,0,10735,0,1,City Centre,76814,2_merged_1068300,1048573,
a_54838,0,10735,0,1,City Centre,76815,2_merged_1068300,1048570,
a_54841,0,10735,0,1,City Centre,76815,2_merged_1068300,1048571,
a_54846,0,10735,0,1,City Centre,76815,3_merged_1068299,1048576,
a_54847,0,10735,0,1,City Centre,76815,3_merged_1068299,1048577,
a_54844,0,10735,0,1,City Centre,76814,3_merged_1068299,1048574,
a_54845,0,10735,0,1,City Centre,76815,3_merged_1068299,1048575,
b_55157,0,10804,0,1,Market Mall via Preston,77406,2_merged_1068304,1063132,
a_54839,0,10790,0,0,Centre Mall,77059,2_merged_1068300,1052641,
b_55192,0,10808,0,1,City Centre,77421,2_merged_1068304,1068252,
b_55126,0,10802,0,1,City Centre,77384,1_merged_1068301,1062543,
b_55127,0,10802,0,1,City Centre,77384,1_merged_1068301,1062542,
b_55186,0,10860,0,1,Centre Mall via Main,77620,3_merged_1068303,1067562,
b_55125,0,10802,0,1,City Centre,77384,1_merged_1068301,1062541,
b_55121,0,10802,0,1,City Centre,77384,1_merged_1068301,1062540,
b_55125,0,10802,0,1,City Centre,77384,1_merged_1068301,1062547,
b_55320,0,10858,0,0,University via City Centre,77603,2_merged_1068304,1067096,
b_55121,0,10802,0,1,City Centre,77384,1_merged_1068301,1062546,
a_54804,0,10732,0,0,McCormack,76779,2_merged_1068300,1047708,
a_54805,0,10732,0,0,McCormack,76779,2_merged_1068300,1047709,
b_55198,0,10825,0,0,Lawson Heights,77491,1_merged_1068301,1065350,
b_55123,0,10802,0,1,City Centre,77384,1_merged_1068301,1062545,
a_54805,0,10732,0,0,City Centre,76774,2_merged_1068300,1047700,
a_54806,0,10732,0,0,City Centre,76774,2_merged_1068300,1047701,
a_54805,0,10732,0,0,City Centre,76774,2_merged_1068300,1047702,
a_54805,0,10732,0,0,Airport,76783,2_merged_1068300,1047703,
a_54804,0,10732,0,0,McCormack,76779,2_merged_1068300,1047704,
a_54805,0,10732,0,0,McCormack,76779,2_merged_1068300,1047705,
a_54802,0,10732,0,0,McCormack,76779,2_merged_1068300,1047706,
a_54807,0,10732,0,0,McCormack,76779,2_merged_1068300,1047707,
b_55111,0,10807,0,0,Riversdale,77413,1_merged_1068301,1063544,
b_55106,0,10800,0,0,Meadowgreen,77641,2_merged_1068304,1062257,
b_55113,0,10807,0,0,Riversdale,77413,1_merged_1068301,1063545,
b_55193,0,10808,0,1,City Centre,77421,2_merged_1068304,1068254,
b_55153,0,10804,0,1,Market Mall via Preston,77406,1_merged_1068301,1063010,
b_55199,0,10825,0,0,Lawson Heights,77491,1_merged_1068301,1065357,
b_55311,0,10858,0,0,University via City Centre,77603,1_merged_1068301,1067046,
b_55187,0,10806,0,1,City Centre,77410,3_merged_1068303,1063540,
b_55183,0,10806,0,1,City Centre,77410,3_merged_1068303,1063541,
a_54981,0,10786,0,0,Confederation Terminal,77033,3_merged_1068299,1052139,
a_54980,0,10786,0,0,Confederation Terminal,77033,3_merged_1068299,1052138,
b_55166,0,10806,0,1,City Centre,77411,1_merged_1068301,1063414,
b_55167,0,10806,0,1,City Centre,77410,1_merged_1068301,1063415,
b_55172,0,10806,0,1,City Centre,77410,1_merged_1068301,1063412,
b_55165,0,10806,0,1,City Centre,77411,1_merged_1068301,1063413,
b_55160,0,10806,0,1,City Centre,77410,1_merged_1068301,1063410,
b_55164,0,10806,0,1,City Centre,77411,1_merged_1068301,1063411,
a_54991,0,10786,0,1,Hampton Village,77037,2_merged_1068300,1052131,
a_54992,0,10786,0,1,Hampton Village,77037,2_merged_1068300,1052130,
a_54991,0,10786,0,1,Hampton Village,77037,2_merged_1068300,1052133,
a_54992,0,10786,0,1,Hampton Village,77037,2_merged_1068300,1052132,
a_54980,0,10786,0,0,Not in Service,77034,3_merged_1068299,1052135,
a_54975,0,10786,0,1,Hampton Village,77038,2_merged_1068300,1052134,
a_54979,0,10786,0,0,Confederation Terminal,77033,3_merged_1068299,1052137,
a_54981,0,10786,0,0,Confederation Terminal,77033,3_merged_1068299,1052136,
b_55160,0,10859,0,0,University via Taylor,77610,1_merged_1068301,1067230,
a_54886,0,10743,0,0,North Industrial,76852,1_merged_1068297,1049229,
a_54886,0,10743,0,0,North Industrial,76852,1_merged_1068297,1049228,
a_54903,0,10746,0,0,University,76868,1_merged_1068297,1049739,
a_54903,0,10746,0,0,University,76868,1_merged_1068297,1049738,
b_55319,0,10858,0,0,University via City Centre,77603,2_merged_1068304,1067095,
b_55197,0,10825,0,1,City Centre,77493,1_merged_1068301,1065411,
a_54886,0,10743,0,0,North Industrial,76852,1_merged_1068297,1049221,
a_54887,0,10743,0,0,North Industrial,76852,1_merged_1068297,1049220,
a_54902,0,10746,0,0,University,76868,1_merged_1068297,1049731,
a_54901,0,10746,0,0,University,76868,1_merged_1068297,1049730,
